question_number,faculty_id,question_text,image_link_if_any_in_question,difficulty_tag,question_type,option_1,option_2,option_3,option_4,correct_answer
152,21001,How can data partitioning be used in conjunction with data compression to further improve data warehouse efficiency?,NA,Medium,Single correct,By separating frequently accessed data for faster compression,By enabling compression algorithms to be tailored to specific data partitions,Both (a) and (b),Neither (a) nor (b),3
153,21001,"Which type of data compression is lossless, meaning it guarantees no data loss after decompression?",NA,Medium,Single correct,Huffman coding,Run-length encoding,Lempel-Ziv coding (LZ77),"All of the above
",4
154,21001,"Which type of compression is typically faster but may result in some data loss?
",NA,Medium,Single correct,Dictionary encoding,Huffman coding,Quantization,Delta encoding,3
155,21001,"Which compression technique is well-suited for handling repetitive sequences of characters?
",NA,Medium,Single correct,Bzip2,Run-length encoding,Lempel-Ziv coding (LZMA),Fractal compression,2
156,21001,Which compression algorithm adapts to the data it encounters and dynamically builds a dictionary on the fly?,NA,Medium,Single correct,Huffman coding,Dictionary encoding,"Lempel-Ziv coding (LZ77, LZMA)",Vector quantization,3
157,21001,"Which type of compression is commonly used for images and videos, discarding high-frequency information less noticeable to the human eye?
",NA,Medium,Single correct,Lossless compression,"Transform coding (DCT, etc.)",Entropy coding,Statistical compression,2
158,21001,Which compression technique is often used for text files and aims to represent characters with codes based on their frequency?,NA,Medium,Single correct,Dictionary encoding,Huffman coding,Arithmetic coding,Fractal compression,2
159,21001,"Which type of data compression works best for highly structured data with predictable patterns?
",NA,Medium,Single correct,Dictionary encoding,Run-length encoding,Delta encoding,Fractal compression,3
160,21001,Which compression algorithm is computationally expensive but potentially achieves the highest compression ratios?,NA,Medium,Single correct,Bzip2,Lempel-Ziv coding (LZMA),Deflate (used in ZIP),Run-length encoding,2
161,21001,Which type of data compression is still under development and aims to represent complex data with self-similar patterns?,NA,Medium,Single correct,Dictionary encoding,Vector quantization,Fractal compression,Transform coding,3
162,21001,Which characteristic distinguishes a data warehouse from an operational database?,NA,Medium,Single correct,Subject-oriented vs. transaction-oriented focus,Integrated vs. normalized data structures,Historical vs. real-time data storage,All of the above,4
163,21001,"What is the primary benefit of implementing a data mart over a full-fledged data warehouse?
",NA,Medium,Single correct,Higher cost-effectiveness for specific departments,Faster data access and query performance,Improved data quality and consistency,Enhanced centralized data governance,1
164,21001,Which data modeling technique best handles slowly changing dimensions in a data warehouse?,NA,Medium,Single correct,Dimensional modeling,Entity-relationship modeling,Data vault modeling,Operational data store (ODS) approach,3
165,21001,What is the main purpose of dimension tables in a data warehouse?,NA,Medium,Single correct,Store detailed transaction data,Aggregate measures for analysis,Provide context and reference for facts,Ensure data consistency across sources,3
166,21001,Which type of normalization should be avoided in a data warehouse design?,NA,Medium,Single correct,Third Normal Form (3NF), Fourth Normal Form (4NF),Boyce-Codd Normal Form (BCNF),Denormalization,4
167,21001,What is the advantage of using star schemas in data warehouse modeling?,NA,Medium,Single correct,"Efficient storage utilization for small data sets
",Complex relationship representation between entities,Simplified joins and faster query performance,Improved data security and access control,3
168,21001,What is the role of data staging in the data warehouse development process?,NA,Medium,Single correct,Transform and clean data from disparate sources,Store historical data for long-term archiving,Manage user access and security controls,Optimize query performance in the production environment,1
169,21001,Which compression technique offers the best trade-off between compression ratio and query performance in data warehouses?,NA,Medium,Single correct,Dictionary encoding,Run-length encoding,Lempel-Ziv coding (LZMA),Columnar storage with compression,4
170,21001,What is the primary drawback of using lossless compression for dimension tables in a data warehouse?,NA,Medium,Single correct,"Potential loss of data accuracy, making it unsuitable for analysis",Significantly increased processing overhead during compression and decompression,"Lower compression ratios compared to lossy methods, wasting storage space",Reduced flexibility for applying different compression algorithms within the table,3
171,21001,Which data partitioning approach can be effectively combined with data compression to further improve storage efficiency in a data warehouse?,NA,Medium,Single correct,Random partitioning based on data size,Functional partitioning based on specific business processes,Range partitioning based on data values within columns,All of the above,3
172,21001,How can data compression impact the performance of drill-down queries in a data warehouse?,NA,Medium,Single correct,Always improve performance due to reduced data volume to process,Potentially slow down queries involving decompressed data from specific columns,Have no significant impact on query performance,Significantly increase the complexity of query optimization,2
173,21001,Which hybrid compression technique is widely used in data warehouses due to its flexibility and efficiency?,NA,Medium,Single correct,Bzip2 + LZMA,Huffman coding + Run-length encoding,LZ77 + Delta encoding,Dictionary encoding + Columnar storage,1
174,21001,What is the main advantage of using adaptive compression methods in a data warehouse environment?,NA,Medium,Single correct,Achieve faster compression speeds regardless of data characteristics,Automatically adjust compression parameters based on changing data patterns,Guarantee lossless compression for all data types within the warehouse,Simplify data management tasks by eliminating manual configuration,2
175,21001,What are some potential downsides of using compression algorithms with high compression ratios in data warehouses?,NA,Medium,Single correct,Always improve query performance due to smaller data sizes,May increase processing overhead during compression and decompression,"Can introduce data loss and inaccuracies, impacting analysis",May not be compatible with all data warehouse query tools,2
176,21001,"What is the primary focus of dimensional modeling in data warehouse design?
",NA,Medium,Single correct,Representing detailed transactions and operational data,Defining relationships between entities and data elements,Organizing data around specific subjects and business processes,Optimizing performance for large-scale data processing,3
177,21001,"Which type of dimension table best supports historical analysis in a data warehouse?
",NA,Medium,Single correct,Conformed dimension,Slowly changing dimension Type 1 (SCD1),Slowly changing dimension Type 2 (SCD2),Degenerate dimension,3
178,21001,What is the main advantage of using snowflake schemas in data warehouse design?,NA,Medium,Single correct,Efficient representation of complex relationships between multiple entities,Simplified queries and faster performance for analytical tasks,Reduced data redundancy and improved data integrity,Enhanced flexibility for accommodating future data expansions,1
179,21001,What is the key difference between a data vault and a traditional star schema in data warehouse modeling?,NA,Medium,Single correct,"Data vaults use normalized dimension tables, while star schemas use denormalized ones.
","Data vaults prioritize historical completeness, while star schemas prioritize query performance.","Data vaults store all historical data in a single table, while star schemas distribute it across multiple tables.","Data vaults focus on operational data, while star schemas focus on analytical data.",2
180,21001,What is the role of factless fact tables in data warehouse design?,NA,Medium,Single correct,They store detailed transaction data for operational analysis.,They hold aggregated measures without any associated dimension attributes.,They act as bridge tables between dimension and fact tables.,They provide metadata about the data warehouse itself.,2
181,21001,"How can denormalization be strategically used to improve query performance in a data warehouse?
",NA,Medium,Single correct,By introducing redundancies that eliminate costly joins.,By increasing the complexity of the data model.,By reducing the overall size of the data warehouse.,By normalizing dimension tables to their highest form.,1
182,21001,What are some important factors to consider when choosing a modeling approach for a data warehouse?,NA,Medium,Single correct,The specific business needs and key analyses required.,The available data sources and their structures.,The technical skills and experience of the data warehouse team.,All of the above.,4
183,21001,What is the main purpose of using concept hierarchies in a data warehouse?,NA,Medium,Single correct,To enforce data integrity and eliminate inconsistencies.,To categorize and organize data into different levels of abstraction.,To store historical values of dimension attributes for analysis.,"To improve compression ratios and reduce storage requirements.
",2
184,21001,"Which types of data warehouse schemas typically benefit the most from using concept hierarchies?
",NA,Medium,Single correct,Factless fact tables,Star schemas,Snowflake schemas,"All of the above
",4
185,21001,"What are the two main types of concept hierarchies used in data warehouses?
",NA,Medium,Single correct,Descriptive hierarchies and functional hierarchies,Parent-child hierarchies and sibling hierarchies,Symmetric hierarchies and asymmetric hierarchies,Granular hierarchies and summarized hierarchies,1
186,21001,What are the potential drawbacks of using overly complex concept hierarchies in a data warehouse?,NA,Medium,Single correct,Improved data accuracy and understanding of relationships,"Increased query performance due to efficient data organization
",Reduced user comprehension and analysis due to complexity,Increased storage requirements for storing multiple levels of data,3
187,21001,How can data lineage be maintained when modifying concept hierarchies in a data warehouse?,NA,Medium,Single correct,Concept hierarchies inherently preserve lineage information.,"Manually track changes to hierarchy definitions and data transformations.
",Use dedicated data lineage tools integrated with the hierarchy management system.,Both (b) and (c),4
188,21001,What are some advantages of using parent-child roll-up aggregates in concept hierarchies?,NA,Medium,Single correct,Reduced storage requirements by storing pre-calculated aggregates.,Improved query performance for roll-up and drill-down analysis.,Enhanced data security by restricting access to lower levels of the hierarchy.,Simplified hierarchy definition and maintenance.,2
189,21001,"How can concept hierarchies be effectively integrated with data visualization tools in data warehouses?
",NA,Medium,Single correct,By directly displaying the hierarchy structure within the visualization.,By allowing users to interactively navigate through different levels of the hierarchy.,"By color-coding or otherwise highlighting different levels for clarity.
", All of the above,4
190,21001,How are data types used differently in a data warehouse compared to a transactional database?,NA,Medium,Single correct,Data types are optimized for aggregation and analysis in data warehouses,Data types in data warehouses are typically standardized for easier integration.,Data warehouses might store less precise types to save storage space,All of the above,4
191,21001,"Which data type might be most challenging to store and manage in a data warehouse?
",NA,Medium,Single correct,"Integer (e.g., product ID)","String (e.g., customer name)","Decimal (e.g., sales amount)","Semi-structured data (e.g., JSON, XML)",4
192,21001,How can choosing the right data type for a data warehouse column improve performance?,NA,Medium,Single correct,Smaller data types reduce storage requirements and query processing time,"Choosing appropriate data types ensures accurate calculations and aggregations.
",Both (a) and (b).,"Data types don't significantly impact performance in data warehouses.
",3
193,21001,What are some emerging data types gaining importance in data warehousing?,NA,Medium,Single correct,"Geospatial data (e.g., location coordinates)","Time series data (e.g., sensor readings over time)","Graph data (e.g., relationships between entities)",All of the above.,4
194,21001,What is the main objective of data normalization in a data warehouse?,NA,Medium,Single correct,Improve data storage efficiency,Enhance data analysis performance.,Reduce data redundancy and anomalies.,All of the above.,4
195,21001,In which normal form are tables free from all types of data redundancies?,NA,Medium,Single correct,First Normal Form (1NF),Second Normal Form (2NF),Third Normal Form (3NF),Fourth Normal Form (4NF),3
196,21001,How does normalization impact query performance in a data warehouse?,NA,Medium,Single correct,"Negatively, as normalized tables require more joins.","Positively, as smaller tables offer faster access and manipulation.","No significant impact, performance depends on query complexity.","Depends on the level of normalization, higher levels can decrease performance.",2
197,21001,"When considering data warehousing and normalization, which statement is NOT true?
",NA,Medium,Single correct,"Denormalization might be acceptable for specific performance-critical dimensions.
",Fact tables typically follow lower normalization levels than dimension tables.,Over-normalization can increase complexity and impact query flexibility.,"Normalization always provides the best data storage solution for data warehouses.
",4
198,21001,What are the main reasons for discretizing continuous attributes in data warehousing?,NA,Medium,Single correct,Improve query performance (by reducing data size and simplifying aggregation),"Reduce storage requirements (by using smaller data types)
",Facilitate data mining and analysis (by making categorical relationships clearer),All of the above,4
199,21001,What are the potential pitfalls of discretization in data warehousing?,NA,Medium,Single correct,Loss of information (granularity is reduced),Difficulty in choosing optimal bin boundaries (affects analysis),Introduction of bias (depending on chosen technique),"All of the above
",4
200,21001,"When should you avoid discretizing continuous attributes in data warehousing?
",NA,Medium,Single correct,"When precise value comparisons are important (e.g., financial transactions)",When dealing with small datasets (discretization provides little benefit),"When the attribute distribution is highly skewed (discretization can distort relationships)
",All of the above,4
201,21001,"Which of the following are BEST PRACTICES for discretizing continuous attributes in data warehousing?
",NA,Medium,Single correct,Analyze data distribution and choose appropriate technique.,Test different binning strategies and compare results.,"Document chosen discretization method and reasoning.
",All of the above.,4
202,21001,Which of the following are NOT valid reasons for using sampling in data warehousing? (Select two),NA,Medium,Single correct,"Improve performance of data analysis on large datasets.
",Reduce storage requirements for detailed data.,Ensure the sample accurately represents the entire population.,Allow for targeted analysis of specific data subsets.,3
203,21001,Which sampling method is best suited for analyzing trends over time in a data warehouse?,NA,Medium,Single correct,Simple random sampling.,Stratified sampling.,"Systematic sampling.
","Cluster sampling.
",3
204,21001,Sampling techniques like stratified or cluster sampling often involve dividing the population into groups. What is the main purpose of grouping in these methods?,NA,Medium,Single correct,"Reduce the overall sample size needed.
",Improve the efficiency of data retrieval.,Ensure each group contributes proportionately to the sample.,Simplify data analysis by focusing on specific segments.,3
205,21001,"How can you assess the potential errors associated with a data warehouse sample?
",NA,Medium,Single correct,Calculate the confidence interval based on the sample size.,Compare the sample results to known statistics of the entire population,Analyze the distribution of sampling errors across different data sub-groups.,All of the above.,4
206,21001,What are the two main categories of data compression used in data warehouses?,NA,Medium,Single correct,Lossy and Lossless,Dictionary and Run-length,Columnar and Row-based,Bitmap and Delta,1
207,21001,"What are the primary benefits of data compression in data warehouses?
",NA,Medium,Single correct,Improved data accuracy and integrity,Reduced storage space and query performance,Enhanced security and data governance,"Increased data complexity and ETL requirements

",2
208,21001,What is the trade-off between compression levels and query performance?,NA,Medium,Single correct,"Higher compression always leads to slower queries.
","There is no impact of compression on query speed.
","Decompressing data adds overhead, potentially slowing down queries.",Compression always improves query performance,3
209,21001,What data type typically benefits the most from dictionary encoding compression?,NA,Medium,Single correct,Numerical data with a wide range of values,Dates and timestamps with unique values,Categorical data with repeated values,"Images and audio files with high redundancy
",3
210,21001,"What is the advantage of utilizing columnar storage with compression in data warehouses?
",NA,Medium,Single correct,Columnar storage automatically applies optimal compression to all data.,"Queries only access relevant columns, reducing decompression overhead.",Columnar storage speeds up compression and decompression processes.,Compressed data automatically aligns neatly in columns for faster access.,2
211,21001,"Which two techniques can be combined to maximize compression efficacy in a data warehouse?
",NA,Medium,Single correct,Columnar storage and Run-length encoding,"Lossless compression and Dictionary encoding
",Bitmap encoding and Delta encoding,Row-based storage and Compression dictionaries,1
212,21001,"What are the two main types of data compression used in data warehousing?
",NA,Medium,Single correct,Lossy and lossless,"Row-based and column-based
",Dictionary encoding and run-length encoding,Predictive and entropy-based,1
213,21001,"What is the impact of using columnar storage in conjunction with compression in data warehousing?
",NA,Medium,Single correct,No significant impact,Improves compression effectiveness,Worsens query performance,Requires specialized hardware,2
214,21001,"How can you determine the best compression algorithm for your data warehouse?
",NA,Medium,Single correct,"Use a fixed, default algorithm for all data.
",Benchmark different algorithms on representative data samples.,Rely on vendor recommendations without testing.,Choose the algorithm with the highest compression ratio regardless of data type.,2
215,21001,"Which of the following are NOT primary goals of data warehouse modeling?
",NA,Medium,Single correct,Efficient storage of historical data,Optimization for complex and ad-hoc queries,Transactional processing of real-time data,Support for multi-dimensional analysis,3
216,21001,"Which of the following are common dimensions found in dimensional data models?
",NA,Medium,Single correct,"Customer
",Product,Time,All of the above,4
217,21001,Which of the following data modeling techniques is most commonly used in data warehouses?,NA,Medium,Single correct,Entity-Relationship Modeling (ERM),Star Schema,Snowflake Schema,Data Vault,2
218,21001,What is the main difference between the Inmon and Kimball approaches to data warehouse modeling?,NA,Medium,Single correct,"Inmon prioritizes data extraction and staging, while Kimball prioritizes grain selection and dimension design.","Inmon uses a top-down approach, while Kimball uses a bottom-up approach.","Inmon is better suited for OLAP, while Kimball is better suited for data mining.","Inmon requires no data transformation, while Kimball requires extensive transformation.",2
219,21001,"What are the advantages of using conformed dimensions in a data warehouse?
",NA,Medium,Single correct,Improved data consistency and quality,Enhanced ability to compare data across different subject areas,Reduced storage requirements,All of the above,4
220,21001,"What is the primary function of a ""conformed dimension"" in a data warehouse?
",NA,Medium,Single correct,To store detailed attributes about a specific business entity.,To represent a single event or fact that occurred at a specific time.,To ensure consistent definitions and values across different subject areas.,To bridge the gap between operational and analytical systems.,3
221,21001,"Which schema does NOT typically consist of a central fact table surrounded by dimension tables?
",NA,Medium,Single correct,Star Schema,Snowflake Schema,Fact Constellation Schema,Relational Schema,4
222,21001,"In a star schema, what type of data typically resides in the fact table?",NA,Medium,Single correct,Descriptive attributes about entities,Foreign keys for joining with dimensions,"Quantitative measures and metrics
",All of the above,3
223,21001,"What is the advantage of a snowflake schema compared to a star schema?
",NA,Medium,Single correct,"Simpler query performance
","Reduced data redundancy
","Ability to represent more complex relationships
","More efficient storage usage
",3
224,21001,"Which schema is best suited for situations with numerous, highly inter-related dimensions?
",NA,Medium,Single correct,Star Schema,Snowflake Schema,Fact Constellation Schema,Both (b) and (c),4
225,21001,"What is the primary purpose of using a multidimensional data model in a data warehouse?
",NA,Medium,Single correct,Transaction processing and data updates,Complex financial calculations and accounting,Online analytical processing and ad-hoc query analysis,Online analytical processing and ad-hoc query analysis,3
226,21001,What is a potential drawback of using a multidimensional data model?,NA,Medium,Single correct,Higher storage requirements compared to relational models,Slower performance for transactional operations,Difficulty in integrating with existing relational systems,All of the above,4
227,21001,"Which types of concept hierarchies are commonly used in data warehousing?
",NA,Medium,Single correct,"Generalization/Specialization hierarchies (e.g., product category > product subcategory > product)","Set-grouping hierarchies (e.g., age groups, income brackets)","Temporal hierarchies (e.g., year > quarter > month)",All of the above,4
228,21001,How are concept hierarchies typically implemented in data warehouse schemas?,NA,Medium,Single correct,As separate tables with foreign key relationships,"Stored directly within dimension tables using dedicated columns
",A combination of (a) and (b) depending on the complexity of the hierarchy,Embedded within fact tables for performance optimization,3
229,21001,What are some potential challenges in designing and implementing effective concept hierarchies?,NA,Medium,Single correct,Defining the appropriate level of granularity and aggregation,Ensuring consistency and alignment with existing business rules,"Handling dynamic changes in the data and hierarchy structure
","Choosing the right technology and tools for managing hierarchies
",4
230,21001,How can measures be categorized based on the type of aggregate functions used?,NA,Medium,Single correct,Ordinal and Quantitative,"Distributive, Algebraic, and Holistic
",Simple and Complex,Atomic and Composite,2
231,21001,"Which of the following is NOT considered a Distributive measure?
",NA,Medium,Single correct,Count,Average, Minimum,Standard Deviation,2
232,21001,"Which measure could be considered both Algebraic and Holistic depending on the context?
",NA,Medium,Single correct,Sum ,Variance,Maximum,Ratio,2
233,21001,"What is the key benefit of categorizing measures into Distributive, Algebraic, and Holistic?
",NA,Medium,Single correct,Improves data modeling complexity,Enables efficient data storage and retrieval,Facilitates parallel processing and querying,"Simplifies user understanding of data
",3
234,21001,What challenges arise when dealing with Holistic measures in data warehousing?,NA,Medium,Single correct,They are prone to errors due to complex calculations.,"They require specialized hardware for efficient processing.
","They may not be easily interpretable for business users.
",Ratio,4
235,21001,An example of a distributive measure in a retail data warehouse is:,NA,Medium,Single correct,Customer ID,Average age of customers,"Total number of products sold
",Customer loyalty score,3
236,21001,An example of an algebraic measure in a data warehouse is:,NA,Medium,Single correct,Number of unique customers,Percentage of orders shipped on time,Total sales revenue,Average product price,2
237,21001,Holistic measures typically require complex calculations like:,NA,Medium,Single correct,Sum and average,Variance and standard deviation, Minimum and maximum values,Count and distinct count,2
238,21001,"Which of the following data types are commonly stored in a data warehouse?
",NA,Medium,Multi correct,Images,Dates ,Names,Transaction IDs,"2,3"
239,21001,Which of the following are valid techniques for discretizing continuous attributes?,NA,Medium,Multi correct,Equal-width binning (divide range into equal-sized bins),"Equal-depth binning (divide range into bins with equal number of data points)
",K-means clustering (group data points into k clusters),"Decision trees (split data based on attribute values)
","1,2,3,4"
240,21001,"When choosing a sampling method for a data warehouse, which factors should be prioritized? (Select three)
",NA,Medium,Multi correct,ample size to ensure statistical accuracy.,Ease of implementation with existing tools.,Minimizing bias towards specific data sub-groups.,"Stratification to represent key demographics in the population.
","1,3,4"
241,21001,"Which of the following are benefits of data compression in data warehousing? (Select all that apply)
",NA,Medium,Multi correct,Saving storage space,Reducing data transfer costs,Improving query performance (always),Increasing data integrity,"1,2,3"
242,21001,"Which data types are not well-suited for compression in data warehousing?
",NA,Medium,Multi correct,Numeric data with high cardinality (unique values),Dates and timestamps,Text data with high entropy (randomness),Fixed-length strings,"1,3"
243,21001,Which of the following are TRUE about data warehouse modeling? (Select all that apply),NA,Medium,Multi correct,"It serves as the blueprint for the data warehouse, defining how data is organized and relationships are established.","It prioritizes efficient storage and retrieval of data for operational processes.
",It optimizes data for complex analytical queries and historical trends,It follows the same methodology as traditional database modeling.,"1,3"
244,21001,"Which of the following are common dimensional modeling techniques used in data warehouses? (Select all that apply)
",NA,Medium,Multi correct,Star Schema,Snowflake Schema,Fact Constellation Schema,Entity-Relationship Model,"1,2,3"
245,21001,What are the main advantages of the Data Vault modeling approach compared to traditional dimensional modeling?,NA,Medium,Multi correct,"Increased flexibility and agility for adapting to changing data sources.
",Stronger data lineage and auditability for tracing data origins.,Improved query performance for large and complex datasets.,Reduced development time and easier implementation.,"1,2"
246,21001,"Which of the following factors should be considered when choosing a data warehouse modeling technique?
",NA,Medium,Single correct,The complexity and volume of data to be stored.,"The specific business questions and analytical needs.
",The available software and hardware resources,All of the above.,4
247,21001,What are the primary benefits of using concept hierarchies in data warehousing?,NA,Medium,Multi correct,Improved data storage efficiency,Consistent representation of data across different levels of granularity,Facilitation of OLAP operations like roll-up and drill-down,Enhanced data security and access control,"2,3"
248,21001,"What are some advanced techniques for utilizing concept hierarchies in data analysis and OLAP?
",NA,Medium,Multi correct,Dimension filtering and slicing based on hierarchy levels,Calculation of aggregate measures at different levels of granularity,Drill-through analysis to navigate between parent and child concepts,"Dynamic generation of reports and dashboards based on user selections
","1,2,3,4"
249,21001,"Measures in a data warehouse are numerical attributes used for:
",NA,Medium,Multi correct,Describing properties of facts,Performing aggregations and analysis,Storing raw data points,Grouping data records together,"1,2"
250,21001,"Based on the type of aggregate functions used, measures can be categorized into:

",NA,Medium,Multi correct,Distributive,Algebraic,Holistic,Nominal,"1,2,3"
